,customer,gender,age,card_name,date,merchant,amount,company,installment,location,category,point
2020,C038,F,20,별다줄카드,2023-02-18,농수산물,23744,NH농협카드,5,서울,음/식료품,NH포인트
2021,C033,F,40,the Green Edition2,2023-03-08,업무서비스,12505,현대카드,25,충북,가정생활/서비스,M-POINT
2022,C009,F,60,다담카드,2022-11-02,농수산물,9490,KB국민카드,22,경남,음/식료품,포인트리
2023,C024,F,30,마일앤조이카드(대한항공),2022-05-15,여행사,27048,IBK기업은행,22,부산,여행/교통,TOP POINT1
2024,C038,F,20,밸런스 카드,2022-10-08,화장품,5069,BC카드,21,제주,미용,네이버 포인트
2025,C001,M,60,현대카드ZERO Edition2(할인형),2023-04-02,놀이공원,1631,현대카드,14,제주,스포츠/문화/레저,M-POINT
2026,C043,M,50,탄탄대로 올쇼핑 티타늄카드,2022-08-19,할인점/슈퍼마켓,82699,KB국민카드,31,세종,유통,네이버 포인트
2027,C046,F,60,IBK-Hybrid(하이브리드)카드,2023-03-27,공과금,2664,IBK기업은행,16,부산,가정생활/서비스,네이버 포인트
2028,C001,M,60,현대카드ZERO Edition2(할인형),2023-03-17,제과점,14627,현대카드,7,경북,요식/유흥,M-POINT
2029,C024,F,30,BeV V카드(스카이패스형),2023-02-16,결제대행(PG),124772,KB국민카드,13,세종,전자상거래,네이버 포인트
2030,C050,M,10,탄탄대로 올쇼핑 티타늄카드,2022-09-05,패스트푸드,7010,KB국민카드,35,강원,요식/유흥,네이버 포인트
2031,C021,F,40,청춘대로 톡톡카드,2022-08-12,생활서비스,1463,KB국민카드,18,광주,가정생활/서비스,네이버 포인트
2032,C017,M,60,NH20 해봄카드,2022-06-22,온라인거래,120652,NH농협카드,2,충남,전자상거래,NH포인트
2033,C049,F,10,BC 바로 리워드 플러스,2022-06-21,편의점,19467,BC카드,15,경기,유통,TOP POINT2
2034,C002,F,30,카드의정석 POINT,2022-10-13,종합병원,6641,우리카드,13,경기,의료,모아포인트
2035,C040,F,50,신한카드 Mr.Life,2022-07-23,약국,3278,신한카드,17,대전,의료,마이신한포인트
2036,C032,M,20,BC 바로 페이백 플러스,2022-07-26,자동차판매,1075,BC카드,32,인천,자동차,TOP POINT2
2037,C018,M,50,삼성 iD SIMPLE 카드,2023-01-15,안경,2064,삼성카드,23,광주,의류/잡화,보너스포인트
2038,C026,M,20,삼성 iD ON 카드,2022-09-30,패션/잡화,1925,삼성카드,31,서울,의류/잡화,보너스포인트
2039,C040,F,50,신한카드 Mr.Life,2022-12-09,입시보습학원,15098,신한카드,19,전남,교육/학원,마이신한포인트
2040,C035,F,60,별다줄카드,2023-02-02,가구,2068,NH농협카드,35,세종,가전/가구,네이버 포인트
2041,C048,M,40,신한카드 Deep Oil,2022-07-21,홈쇼핑,67992,신한카드,21,광주,전자상거래,마이신한포인트
2042,C050,M,10,탄탄대로 올쇼핑 티타늄카드,2023-03-29,택시,30210,KB국민카드,30,경남,여행/교통,네이버 포인트
2043,C032,M,20,BC 바로 페이백 플러스,2023-02-20,서점,3110,BC카드,34,서울,스포츠/문화/레저,네이버 포인트
2044,C022,M,30,카드의정석 UniMile,2022-07-22,디지털 콘텐츠,190347,우리카드,34,광주,전자상거래,네이버 포인트
2045,C030,M,50,현대카드ZERO Edition2(할인형),2022-08-15,정육점,22797,현대카드,10,경남,음/식료품,M-POINT
2046,C003,M,20,BC 바로 에어 플러스,2022-05-15,배달앱,246186,BC카드,18,경남,전자상거래,TOP POINT2
2047,C040,F,50,신한카드 Mr.Life,2023-01-09,패션/잡화,2183,신한카드,34,인천,의류/잡화,네이버 포인트
2048,C007,F,20,신세계 BC 바로 콰트로 플러스,2022-12-16,한식,19734,BC카드,15,충남,요식/유흥,네이버 포인트
2049,C041,M,30,KB국민 My WE:SH 카드,2022-11-08,미용서비스,3574,KB국민카드,18,세종,미용,네이버 포인트
2050,C003,M,20,LOCA LIKIT - Manhattan Yellow,2022-11-17,주유소,9189,롯데카드,6,대전,주유,L.POINT
2051,C007,F,20,신세계 BC 바로 콰트로 플러스,2023-02-24,약국,2756,BC카드,10,경남,의료,네이버 포인트
2052,C030,M,50,삼성카드 taptap O,2023-01-27,가전,1677,삼성카드,16,경북,가전/가구,네이버 포인트
2053,C019,M,60,롯데백화점 FLEX카드,2023-03-03,가전,1180,롯데카드,9,충남,가전/가구,네이버 포인트
2054,C004,F,40,THE iD. PLATINUM(포인트),2023-01-14,편의점,25283,삼성카드,1,제주,유통,네이버 포인트
2055,C009,F,60,다담카드,2023-02-08,LPG,3474,KB국민카드,6,대전,주유,네이버 포인트
2056,C027,M,40,MULTI Young(멀티 영) 카드,2022-10-26,주유소,10494,하나카드,17,강원,주유,하나머니
2057,C021,F,40,1Q Daily+,2022-11-10,면세점,24045,하나카드,18,울산,여행/교통,하나머니
2058,C009,F,60,알뜰교통카드,2022-06-07,미용서비스,9558,우리카드,13,서울,미용,네이버 포인트
2059,C030,M,50,현대카드ZERO Edition2(할인형),2022-07-25,공과금,28607,현대카드,16,세종,가정생활/서비스,M-POINT
2060,C048,M,40,신한카드 Deep Oil,2022-08-04,유아교육,2925,신한카드,12,경기,교육/학원,마이신한포인트
2061,C015,M,60,NH올원 All100(올백)카드,2022-07-22,택시,11849,NH농협카드,5,광주,여행/교통,네이버 포인트
2062,C040,F,50,신한카드 Mr.Life,2022-11-23,자동차용품,1065,신한카드,29,대전,자동차,마이신한포인트
2063,C042,M,60,신세계 BC 바로 리워드 플러스,2023-02-20,커피,24527,BC카드,33,전남,요식/유흥,TOP POINT2
2064,C047,F,20,현대카드 X BOOST,2022-11-08,일식,7826,현대카드,2,경남,요식/유흥,M-POINT
2065,C037,F,40,내맘대로 쁨 카드,2022-11-13,일반병원,6135,하나카드,15,강원,의료,하나머니
2066,C040,F,50,신한카드 Mr.Life,2023-02-06,한식,19842,신한카드,7,부산,요식/유흥,네이버 포인트
2067,C027,M,40,MULTI Young(멀티 영) 카드,2023-02-08,정육점,23583,하나카드,14,전북,음/식료품,네이버 포인트
2068,C006,F,70,신세계 BC 바로 리워드 플러스,2023-05-06,영화/공연,2615,BC카드,18,강원,스포츠/문화/레저,네이버 포인트
2069,C035,F,60,별다줄카드,2022-09-22,세탁소,4758,NH농협카드,11,부산,가정생활/서비스,네이버 포인트
2070,C036,F,40,MULTI On(멀티 온) 카드,2022-07-07,취미/전문학원,10488,하나카드,6,강원,교육/학원,네이버 포인트
2071,C040,F,50,MULTI Young(멀티 영) 카드,2023-03-17,주유소,11567,하나카드,9,경남,주유,네이버 포인트
2072,C009,F,60,다담카드,2022-06-02,인테리어,31544,KB국민카드,30,경기,가정생활/서비스,네이버 포인트
2073,C043,M,50,탄탄대로 올쇼핑 티타늄카드,2022-08-30,자동차판매,1267,KB국민카드,14,부산,자동차,네이버 포인트
2074,C016,M,40,NH20 해봄카드,2022-12-04,교육용품,8377,NH농협카드,31,서울,교육/학원,네이버 포인트
2075,C037,F,40,내맘대로 쁨 카드,2023-01-02,농수산물,9536,하나카드,2,충북,음/식료품,네이버 포인트
2076,C021,F,40,청춘대로 톡톡카드,2022-06-23,노래방,23232,KB국민카드,9,충북,요식/유흥,포인트리
2077,C031,M,20,삼성카드 taptap O,2022-06-23,배달앱,62222,삼성카드,25,전북,전자상거래,네이버 포인트
2078,C037,F,40,별다줄카드,2023-03-20,LPG,11339,NH농협카드,15,충북,주유,네이버 포인트
2079,C025,F,50,Oil & Life카드(Oil카드),2023-03-27,스포츠시설,4584,IBK기업은행,2,부산,스포츠/문화/레저,네이버 포인트
2080,C022,M,30,ONE AIR(UniMile),2022-07-08,노래방,26928,IBK기업은행,25,서울,요식/유흥,TOP POINT1
2081,C006,F,70,신세계 BC 바로 리워드 플러스,2023-04-27,자동차서비스,1289,BC카드,14,서울,자동차,TOP POINT2
2082,C011,M,30,BC 바로 페이백 플러스,2022-08-16,서점,2822,BC카드,30,인천,스포츠/문화/레저,네이버 포인트
2083,C006,F,70,알뜰교통카드,2022-06-12,미용서비스,8358,우리카드,20,강원,미용,네이버 포인트
2084,C008,F,50,1Q Daily+,2022-06-30,치과병원,6848,하나카드,3,부산,의료,네이버 포인트
2085,C027,M,40,MULTI Young(멀티 영) 카드,2023-03-31,가전,1660,하나카드,21,경기,가전/가구,하나머니
2086,C013,F,30,LOCA LIKIT 1.2,2022-11-04,항공,30652,롯데카드,23,부산,여행/교통,네이버 포인트
2087,C048,M,40,신한카드 Deep Oil,2023-03-19,패션/잡화,2223,신한카드,10,세종,의류/잡화,마이신한포인트
2088,C014,M,30,ONE AIR(UniMile),2022-12-21,커피,12716,IBK기업은행,34,전북,요식/유흥,TOP POINT1
2089,C024,F,30,마일앤조이카드(대한항공),2022-05-16,외국어학원,13145,IBK기업은행,11,제주,교육/학원,네이버 포인트
2090,C015,M,60,NH올원 All100(올백)카드,2023-03-24,쿠팡,291826,NH농협카드,7,서울,전자상거래,네이버 포인트
2091,C004,F,40,LOCA LIKIT 1.2,2023-01-21,스포츠시설,5710,롯데카드,2,충북,스포츠/문화/레저,네이버 포인트
2092,C047,F,20,현대카드 X BOOST,2023-04-17,농수산물,13652,현대카드,15,경북,음/식료품,M-POINT
2093,C030,M,50,삼성카드 taptap O,2022-12-18,농수산물,10012,삼성카드,34,경기,음/식료품,보너스포인트
2094,C015,M,60,NH올원 All100(올백)카드,2022-06-21,업무서비스,31391,NH농협카드,21,경북,가정생활/서비스,네이버 포인트
2095,C013,F,30,LOCA LIKIT 1.2,2022-08-21,백화점,25760,롯데카드,31,전북,유통,네이버 포인트
2096,C039,M,50,카드의정석 WOWRI,2022-10-31,온라인거래,104101,우리카드,10,경기,전자상거래,네이버 포인트
2097,C011,M,30,올바른 MYPICK 카드,2022-11-19,백화점,42736,NH농협카드,32,제주,유통,NH포인트
2098,C019,M,60,BC 바로 에어 플러스,2023-04-05,자동차판매,1420,BC카드,8,울산,자동차,TOP POINT2
2099,C026,M,20,롯데백화점 FLEX카드,2023-04-17,지하철,15012,롯데카드,18,대구,여행/교통,네이버 포인트
2100,C013,F,30,LOCA LIKIT 1.2,2022-07-08,종합병원,11533,롯데카드,6,서울,의료,네이버 포인트
2101,C002,F,30,카드의정석 POINT,2023-04-11,업무서비스,18302,우리카드,12,광주,가정생활/서비스,모아포인트
2102,C023,M,20,탄탄대로 올쇼핑 티타늄카드,2023-04-17,교육용품,5914,KB국민카드,0,서울,교육/학원,네이버 포인트
2103,C036,F,40,삼성카드 & MILEAGE PLATINUM (스카이패스),2023-03-04,주유소,8310,삼성카드,31,경북,주유,네이버 포인트
2104,C047,F,20,현대카드 X BOOST,2023-02-24,홈쇼핑,206314,현대카드,1,전남,전자상거래,네이버 포인트
2105,C038,F,20,밸런스 카드,2022-08-12,업무서비스,22880,BC카드,30,광주,가정생활/서비스,TOP POINT2
2106,C011,M,30,BC 바로 페이백 플러스,2022-12-12,화원,4490,BC카드,29,강원,스포츠/문화/레저,TOP POINT2
2107,C031,M,20,IBK 무직타이거 카드(신용),2022-08-09,온라인거래,324485,IBK기업은행,4,전남,전자상거래,TOP POINT1
2108,C006,F,70,알뜰교통카드,2023-05-04,자동차용품,1482,우리카드,28,울산,자동차,네이버 포인트
2109,C010,M,60,톡톡D 카드,2023-02-08,치과병원,7474,KB국민카드,21,전남,의료,포인트리
2110,C033,F,40,BLISS.7 카드(포인트),2023-02-02,자동차용품,1410,IBK기업은행,26,경기,자동차,TOP POINT1
2111,C014,M,30,별다줄카드,2022-06-27,입시보습학원,10013,NH농협카드,10,세종,교육/학원,NH포인트
2112,C004,F,40,LOCA LIKIT 1.2,2023-04-26,스포츠시설,3757,롯데카드,31,부산,스포츠/문화/레저,L.POINT
2113,C028,M,40,롯데백화점 롯데카드,2022-09-27,일식,9130,롯데카드,31,경남,요식/유흥,L.POINT
2114,C013,F,30,LOCA LIKIT 1.2,2023-03-02,정육점,46805,롯데카드,27,충북,음/식료품,네이버 포인트
2115,C033,F,40,BLISS.7 카드(포인트),2023-03-11,의복/의류,1992,IBK기업은행,1,전남,의류/잡화,네이버 포인트
2116,C036,F,40,삼성카드 & MILEAGE PLATINUM (스카이패스),2023-03-25,면세점,24746,삼성카드,34,전남,여행/교통,네이버 포인트
2117,C008,F,50,1Q Daily+,2022-07-06,항공,21115,하나카드,14,서울,여행/교통,네이버 포인트
2118,C004,F,40,LOCA LIKIT 1.2,2022-05-30,취미/전문학원,15126,롯데카드,6,세종,교육/학원,네이버 포인트
2119,C006,F,70,신세계 BC 바로 리워드 플러스,2023-02-24,통신,18842,BC카드,26,제주,가정생활/서비스,TOP POINT2
2120,C019,M,60,롯데백화점 FLEX카드,2022-11-03,농수산물,36439,롯데카드,25,충남,음/식료품,네이버 포인트
2121,C019,M,60,BC 바로 에어 플러스,2022-09-06,미용실,11500,BC카드,26,전남,미용,TOP POINT2
2122,C002,F,30,카드의정석 POINT,2022-11-26,배달앱,230923,우리카드,20,충남,전자상거래,네이버 포인트
2123,C027,M,40,MULTI Young(멀티 영) 카드,2022-05-22,외국어학원,11625,하나카드,12,제주,교육/학원,하나머니
2124,C040,F,50,MULTI Young(멀티 영) 카드,2023-05-02,할인점/슈퍼마켓,83076,하나카드,26,충남,유통,하나머니
2125,C026,M,20,롯데백화점 FLEX카드,2022-09-16,공과금,7942,롯데카드,22,제주,가정생활/서비스,L.POINT
2126,C020,M,70,다담카드,2022-09-28,주유소,4243,KB국민카드,7,세종,주유,포인트리
2127,C014,M,30,ONE AIR(UniMile),2022-11-24,농수산물,1326,IBK기업은행,2,울산,음/식료품,TOP POINT1
2128,C032,M,20,BC 바로 페이백 플러스,2022-09-07,항공,12574,BC카드,14,대전,여행/교통,TOP POINT2
2129,C043,M,50,신한카드 Deep Dream Platinum+,2022-10-04,문화용품,5154,신한카드,6,충남,스포츠/문화/레저,마이신한포인트
2130,C026,M,20,삼성 iD ON 카드,2023-04-03,미용실,10621,삼성카드,16,광주,미용,네이버 포인트
2131,C002,F,30,카드의정석 POINT,2023-05-09,취미/오락,5125,우리카드,14,강원,스포츠/문화/레저,네이버 포인트
2132,C004,F,40,LOCA LIKIT 1.2,2023-03-22,배달앱,176029,롯데카드,19,대구,전자상거래,L.POINT
2133,C008,F,50,LOCA 365 카드,2022-09-27,화장품,6329,롯데카드,31,경기,미용,L.POINT
2134,C045,F,60,신한카드 Deep Dream(모베러웍스),2022-12-20,자동차서비스,1287,신한카드,35,경남,자동차,마이신한포인트
2135,C026,M,20,롯데백화점 FLEX카드,2023-05-04,독서실,14223,롯데카드,17,제주,교육/학원,L.POINT
2136,C042,M,60,신세계 BC 바로 리워드 플러스,2023-02-17,종합병원,2238,BC카드,34,서울,의료,네이버 포인트
2137,C050,M,10,탄탄대로 올쇼핑 티타늄카드,2022-08-18,약국,1666,KB국민카드,5,광주,의료,네이버 포인트
2138,C036,F,40,MULTI On(멀티 온) 카드,2023-01-29,일식,6698,하나카드,3,세종,요식/유흥,하나머니
2139,C036,F,40,MULTI On(멀티 온) 카드,2023-01-17,여행사,12182,하나카드,35,강원,여행/교통,네이버 포인트
2140,C025,F,50,Oil & Life카드(Oil카드),2023-03-01,가구,2782,IBK기업은행,11,인천,가전/가구,TOP POINT1
2141,C016,M,40,NH20 해봄카드,2023-03-13,보험,24191,NH농협카드,11,전북,가정생활/서비스,NH포인트
2142,C014,M,30,별다줄카드,2023-04-19,가전,1443,NH농협카드,11,강원,가전/가구,네이버 포인트
2143,C001,M,60,현대카드ZERO Edition2(할인형),2022-09-27,일반병원,1724,현대카드,17,경남,의료,네이버 포인트
2144,C043,M,50,탄탄대로 올쇼핑 티타늄카드,2022-05-28,결제대행(PG),145585,KB국민카드,28,광주,전자상거래,네이버 포인트
2145,C001,M,60,현대카드ZERO Edition2(할인형),2023-01-06,편의점,27305,현대카드,18,전남,유통,M-POINT
2146,C002,F,30,카드의정석 POINT,2023-02-28,패션/잡화,2625,우리카드,1,서울,의류/잡화,네이버 포인트
2147,C050,M,10,신한카드 B.Big(삑),2023-02-26,일반병원,4681,신한카드,33,충북,의료,마이신한포인트
2148,C046,F,60,신한카드 Deep Dream Platinum+,2023-03-17,미용실,11556,신한카드,3,충북,미용,마이신한포인트
2149,C024,F,30,마일앤조이카드(대한항공),2022-09-22,가구,1244,IBK기업은행,9,충남,가전/가구,TOP POINT1
2150,C020,M,70,신한카드 Deep Dream Platinum+,2023-04-24,항공,5789,신한카드,21,대전,여행/교통,네이버 포인트
2151,C009,F,60,알뜰교통카드,2022-11-10,디지털 콘텐츠,121219,우리카드,22,충남,전자상거래,모아포인트
2152,C034,F,50,신한카드 Deep Dream(모베러웍스),2023-05-04,놀이공원,3415,신한카드,16,광주,스포츠/문화/레저,마이신한포인트
2153,C039,M,50,카드의정석 WOWRI,2022-05-11,KTX,20605,우리카드,13,대구,여행/교통,네이버 포인트
2154,C037,F,40,별다줄카드,2022-08-10,의복/의류,1490,NH농협카드,2,부산,의류/잡화,NH포인트
2155,C019,M,60,롯데백화점 FLEX카드,2022-05-23,편의점,2963,롯데카드,22,충북,유통,L.POINT
2156,C022,M,30,카드의정석 UniMile,2023-03-26,일반병원,5372,우리카드,27,대전,의료,모아포인트
2157,C031,M,20,IBK 무직타이거 카드(신용),2022-11-18,치과병원,2131,IBK기업은행,30,전북,의료,네이버 포인트
2158,C021,F,40,청춘대로 톡톡카드,2022-05-31,화장품,3805,KB국민카드,10,광주,미용,네이버 포인트
2159,C017,M,60,NH20 해봄카드,2023-05-02,정육점,3180,NH농협카드,29,경남,음/식료품,NH포인트
2160,C045,F,60,K-FIRST (모바일전용),2022-08-12,백화점,62104,BC카드,23,충북,유통,네이버 포인트
2161,C004,F,40,LOCA LIKIT 1.2,2022-07-22,예체능학원,9324,롯데카드,35,강원,교육/학원,L.POINT
2162,C032,M,20,BC 바로 페이백 플러스,2023-03-12,여행사,24868,BC카드,15,경기,여행/교통,TOP POINT2
2163,C007,F,20,신세계 BC 바로 콰트로 플러스,2022-06-18,안경,2657,BC카드,6,충남,의류/잡화,TOP POINT2
2164,C029,M,30,현대카드 M BOOST,2022-06-22,종합병원,4677,현대카드,16,서울,의료,네이버 포인트
2165,C050,M,10,탄탄대로 올쇼핑 티타늄카드,2023-03-22,보험,6964,KB국민카드,0,인천,가정생활/서비스,네이버 포인트
2166,C017,M,60,하나 CLUB H 아메리칸 익스프레스 리저브 카드,2022-10-16,가구,1494,하나카드,17,경남,가전/가구,네이버 포인트
2167,C039,M,50,LOCA LIKIT 1.2,2022-08-04,한의원,7268,롯데카드,4,광주,의료,L.POINT
2168,C030,M,50,삼성카드 taptap O,2022-12-03,가구,3060,삼성카드,1,대구,가전/가구,네이버 포인트
2169,C029,M,30,LOCA 365 카드,2022-09-15,공과금,35110,롯데카드,14,충북,가정생활/서비스,네이버 포인트
2170,C044,F,30,카드의정석 SHOPPING,2022-11-06,한식,20288,우리카드,5,울산,요식/유흥,네이버 포인트
2171,C036,F,40,MULTI On(멀티 온) 카드,2023-02-01,주유소,1128,하나카드,27,세종,주유,하나머니
2172,C031,M,20,삼성카드 taptap O,2022-09-22,패션/잡화,1829,삼성카드,7,충북,의류/잡화,네이버 포인트
2173,C045,F,60,K-FIRST (모바일전용),2022-07-07,영화/공연,5696,BC카드,18,세종,스포츠/문화/레저,네이버 포인트
2174,C016,M,40,NH20 해봄카드,2023-05-09,백화점,79955,NH농협카드,15,제주,유통,NH포인트
2175,C041,M,30,KB국민 My WE:SH 카드,2023-03-16,예체능학원,1652,KB국민카드,10,대구,교육/학원,네이버 포인트
2176,C048,M,40,신한카드 Deep Oil,2023-03-30,가전,2142,신한카드,13,광주,가전/가구,네이버 포인트
2177,C011,M,30,올바른 MYPICK 카드,2023-05-09,스포츠시설,3708,NH농협카드,33,충북,스포츠/문화/레저,NH포인트
2178,C049,F,10,D4@카드의정석,2022-12-30,백화점,7926,우리카드,15,제주,유통,모아포인트
2179,C045,F,60,K-FIRST (모바일전용),2023-05-06,스포츠/레저용품,3681,BC카드,2,충남,스포츠/문화/레저,TOP POINT2
2180,C015,M,60,NH올원 All100(올백)카드,2023-02-22,중식,23421,NH농협카드,27,인천,요식/유흥,NH포인트
2181,C015,M,60,현대카드ZERO Edition2(할인형),2023-05-01,생활잡화,38985,현대카드,0,전북,유통,네이버 포인트
2182,C039,M,50,카드의정석 WOWRI,2022-06-20,패스트푸드,8448,우리카드,19,경기,요식/유흥,네이버 포인트
2183,C022,M,30,카드의정석 UniMile,2022-06-24,할인점/슈퍼마켓,62921,우리카드,11,세종,유통,모아포인트
2184,C001,M,60,현대카드ZERO Edition2(할인형),2022-11-13,커피,25523,현대카드,1,충북,요식/유흥,M-POINT
2185,C045,F,60,K-FIRST (모바일전용),2023-02-26,입시보습학원,5262,BC카드,35,전북,교육/학원,네이버 포인트
2186,C003,M,20,BC 바로 에어 플러스,2023-02-15,주유소,9413,BC카드,13,부산,주유,TOP POINT2
2187,C037,F,40,별다줄카드,2023-02-15,호텔,17507,NH농협카드,7,강원,여행/교통,NH포인트
2188,C027,M,40,신세계 BC 바로 SEVEN FLEX,2022-07-13,취미/전문학원,8070,BC카드,28,부산,교육/학원,네이버 포인트
2189,C020,M,70,다담카드,2023-04-11,정육점,7707,KB국민카드,3,경남,음/식료품,포인트리
2190,C050,M,10,탄탄대로 올쇼핑 티타늄카드,2022-11-28,약국,3247,KB국민카드,4,울산,의료,포인트리
2191,C018,M,50,삼성 iD SIMPLE 카드,2022-10-20,미용실,3283,삼성카드,26,인천,미용,보너스포인트
2192,C021,F,40,1Q Daily+,2022-10-26,네이버 쇼핑,182467,하나카드,23,전북,전자상거래,네이버 포인트
2193,C020,M,70,신한카드 Deep Dream Platinum+,2022-06-28,여행사,19436,신한카드,10,세종,여행/교통,네이버 포인트
2194,C019,M,60,BC 바로 에어 플러스,2022-06-08,공과금,10133,BC카드,2,제주,가정생활/서비스,TOP POINT2
2195,C024,F,30,BeV V카드(스카이패스형),2022-07-26,미용실,6211,KB국민카드,26,대전,미용,포인트리
2196,C024,F,30,BeV V카드(스카이패스형),2022-08-19,놀이공원,3247,KB국민카드,26,전북,스포츠/문화/레저,포인트리
2197,C047,F,20,현대카드 X BOOST,2022-08-07,네이버 쇼핑,315387,현대카드,1,경남,전자상거래,네이버 포인트
2198,C048,M,40,신한카드 Deep Oil,2023-01-20,할인점/슈퍼마켓,6656,신한카드,35,충남,유통,네이버 포인트
2199,C026,M,20,삼성 iD ON 카드,2023-02-23,입시보습학원,10244,삼성카드,15,울산,교육/학원,보너스포인트
2200,C043,M,50,신한카드 Deep Dream Platinum+,2023-03-19,백화점,30701,신한카드,7,광주,유통,마이신한포인트
2201,C038,F,20,밸런스 카드,2022-08-17,미용실,7841,BC카드,22,전남,미용,네이버 포인트
2202,C034,F,50,마일앤조이카드(아시아나),2022-12-11,항공,8098,IBK기업은행,26,경북,여행/교통,TOP POINT1
2203,C023,M,20,탄탄대로 올쇼핑 티타늄카드,2022-08-27,패스트푸드,15305,KB국민카드,7,충북,요식/유흥,포인트리
2204,C046,F,60,IBK-Hybrid(하이브리드)카드,2022-11-17,할인점/슈퍼마켓,16432,IBK기업은행,15,경남,유통,TOP POINT1
2205,C033,F,40,the Green Edition2,2023-03-10,버스,23779,현대카드,7,충남,여행/교통,네이버 포인트
2206,C036,F,40,MULTI On(멀티 온) 카드,2022-07-22,네이버 쇼핑,270951,하나카드,28,경남,전자상거래,네이버 포인트
2207,C029,M,30,LOCA 365 카드,2023-02-06,안경,2374,롯데카드,27,대구,의류/잡화,L.POINT
2208,C049,F,10,BC 바로 리워드 플러스,2023-03-09,안경,1638,BC카드,31,광주,의류/잡화,네이버 포인트
2209,C030,M,50,삼성카드 taptap O,2023-05-09,생활잡화,55177,삼성카드,32,서울,유통,네이버 포인트
2210,C025,F,50,신한카드 래플(Raffle),2022-09-14,스포츠시설,2100,신한카드,17,강원,스포츠/문화/레저,네이버 포인트
2211,C045,F,60,K-FIRST (모바일전용),2022-11-22,한의원,4561,BC카드,34,충북,의료,네이버 포인트
2212,C050,M,10,신한카드 B.Big(삑),2022-06-16,농수산물,9383,신한카드,24,제주,음/식료품,네이버 포인트
2213,C033,F,40,BLISS.7 카드(포인트),2023-02-05,스포츠시설,3371,IBK기업은행,31,경기,스포츠/문화/레저,네이버 포인트
2214,C028,M,40,MULTI Oil(멀티 오일) 카드,2022-09-29,미용실,5347,하나카드,30,울산,미용,하나머니
2215,C023,M,20,탄탄대로 올쇼핑 티타늄카드,2023-04-25,자동차판매,1291,KB국민카드,30,강원,자동차,포인트리
2216,C004,F,40,THE iD. PLATINUM(포인트),2022-08-04,쿠팡,128373,삼성카드,5,대구,전자상거래,네이버 포인트
2217,C016,M,40,NH20 해봄카드,2023-03-17,자동차서비스,1460,NH농협카드,17,강원,자동차,NH포인트
2218,C019,M,60,롯데백화점 FLEX카드,2022-07-11,LPG,6556,롯데카드,22,경남,주유,L.POINT
2219,C048,M,40,신한카드 Deep Oil,2022-07-04,업무서비스,1181,신한카드,29,전북,가정생활/서비스,네이버 포인트
2220,C025,F,50,신한카드 래플(Raffle),2022-12-15,가구,1455,신한카드,2,전남,가전/가구,네이버 포인트
2221,C039,M,50,카드의정석 WOWRI,2023-03-06,버스,28491,우리카드,27,충남,여행/교통,모아포인트
2222,C008,F,50,LOCA 365 카드,2023-04-24,백화점,64318,롯데카드,8,부산,유통,L.POINT
2223,C047,F,20,KB국민 My WE:SH 카드,2022-09-23,미용실,1757,KB국민카드,35,충북,미용,네이버 포인트
2224,C037,F,40,별다줄카드,2023-04-24,농수산물,16295,NH농협카드,22,서울,음/식료품,네이버 포인트
2225,C021,F,40,1Q Daily+,2022-07-04,LPG,7733,하나카드,11,경기,주유,하나머니
2226,C001,M,60,현대카드ZERO Edition2(할인형),2022-12-20,한의원,10894,현대카드,21,대전,의료,M-POINT
2227,C010,M,60,톡톡D 카드,2022-10-18,자동차용품,1354,KB국민카드,8,전남,자동차,네이버 포인트
2228,C019,M,60,BC 바로 에어 플러스,2022-05-18,제과점,14035,BC카드,10,경북,요식/유흥,TOP POINT2
2229,C050,M,10,탄탄대로 올쇼핑 티타늄카드,2023-01-02,약국,10263,KB국민카드,8,경북,의료,네이버 포인트
2230,C023,M,20,탄탄대로 올쇼핑 티타늄카드,2022-08-17,할인점/슈퍼마켓,80398,KB국민카드,21,서울,유통,네이버 포인트
2231,C043,M,50,탄탄대로 올쇼핑 티타늄카드,2022-06-06,제과점,29423,KB국민카드,18,전북,요식/유흥,네이버 포인트
2232,C007,F,20,신세계 BC 바로 콰트로 플러스,2022-10-01,한의원,3041,BC카드,5,경남,의료,네이버 포인트
2233,C042,M,60,삼성카드 taptap O,2022-06-06,네이버 쇼핑,89319,삼성카드,12,전북,전자상거래,네이버 포인트
2234,C023,M,20,신세계 BC 바로 리워드 플러스,2022-10-27,자동차용품,1440,BC카드,28,서울,자동차,TOP POINT2
2235,C032,M,20,BC 바로 페이백 플러스,2023-02-28,LPG,8124,BC카드,35,세종,주유,네이버 포인트
2236,C011,M,30,BC 바로 페이백 플러스,2022-12-07,농수산물,40854,BC카드,5,강원,음/식료품,네이버 포인트
2237,C002,F,30,카드의정석 POINT,2023-02-11,편의점,43106,우리카드,21,광주,유통,네이버 포인트
2238,C043,M,50,탄탄대로 올쇼핑 티타늄카드,2022-07-25,LPG,9535,KB국민카드,3,세종,주유,포인트리
2239,C003,M,20,LOCA LIKIT - Manhattan Yellow,2023-02-17,취미/오락,5173,롯데카드,32,전남,스포츠/문화/레저,L.POINT
2240,C026,M,20,삼성 iD ON 카드,2022-10-13,미용실,8465,삼성카드,20,경북,미용,보너스포인트
2241,C019,M,60,롯데백화점 FLEX카드,2023-05-02,LPG,10299,롯데카드,6,충남,주유,네이버 포인트
